tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
39.3,,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 se- 1,Siracusa,2007-11-10,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
39.66,,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 fi- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
39.99,,PATANO Francesco,1992,CM,ATL. POMEZIA E.SERVIZI,2 fi- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/PATANO-Francesco/f6iRmJeoaGk%3D,https://www.fidal.it/societa/ATL--POMEZIA-E-SERVIZI/RS067
40.0,,BIANCHI Augusto,1992,CM,ATLETICA UDINESE MALIGNANI,1 se- 1,Trieste,2007-06-09,https://www.fidal.it/atleta/BIANCHI-Augusto/dKAAARk5mmaGQ%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
40.19,,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 ba- 4,Ravenna,2007-10-12,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
40.24,,BERNO Michele,1992,CM,U.S. INTREPIDA,3 fi- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/BERNO-Michele/eKAAARkpOobms%3D,https://www.fidal.it/societa/U-S--INTREPIDA/VR777
40.1,,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 se- 1,Livorno,2007-10-28,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
40.25,,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,1 se- 2,Torino,2007-09-22,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
40.25,,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,1 ba- 3,Ravenna,2007-10-12,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
40.2,,BIANCHI Augusto,1992,CM,ATLETICA UDINESE MALIGNANI,1 se- 1,Majano,2007-10-20,https://www.fidal.it/atleta/BIANCHI-Augusto/dKAAARk5mmaGQ%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
