prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
5683.0,CAIROLI Simone,1990,SM,ATL. LECCO-COLOMBO COSTRUZ.,1 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/CAIROLI-Simone/dquRkpKlamM%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
5561.0,CAIROLI Simone,1990,SM,ATL. LECCO-COLOMBO COSTRUZ.,5 su- 1,Aubiere,2015-02-22,https://www.fidal.it/atleta/CAIROLI-Simone/dquRkpKlamM%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
5310.0,RIBOLZI Marco,1989,SM,ATL. VIRTUS  CR LUCCA,2 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/RIBOLZI-Marco/drKRkpKiaWk%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
5202.0,VIGLIOTTI Vincenzo,1994,PM,ATL. STUDENTESCA CA.RI.RI,3 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/VIGLIOTTI-Vincenzo/gKqRkpKhaGM%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
5157.0,CASALE Nicolo',1993,PM,ATLETICA MONZA,4 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/CASALE-Nicolo-/dq2Rkpulb2U%3D,https://www.fidal.it/societa/ATLETICA-MONZA/MI710
5069.0,PAOLUZZI Roberto,1993,PM,ATL. STUDENTESCA CA.RI.RI,5 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/PAOLUZZI-Roberto/fqiRk5qhaWs%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
4953.0,MARSI Luca,1989,SM,ATLETICA LIVORNO,6 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/MARSI-Luca/faiRm5aiaWc%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
4886.0,CASALE Nicolo',1993,PM,ATLETICA MONZA,1 su- 1,Padova,2015-01-10,https://www.fidal.it/atleta/CASALE-Nicolo-/dq2Rkpulb2U%3D,https://www.fidal.it/societa/ATLETICA-MONZA/MI710
4870.0,DELL'ACQUA Luca,1995,PM,N.ATL. FANFULLA LODIGIANA,7 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/DELL-ACQUA-Luca/drKRkpWfaGs%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
4858.0,NEMO Manuel,1995,PM,TEAM ATLETICA MARCHE,8 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/NEMO-Manuel/e6iRk5WiaWU%3D,https://www.fidal.it/societa/TEAM-ATLETICA-MARCHE/FM050
4841.0,SIMIONATO Gianluca,1990,SM,N.ATL. FANFULLA LODIGIANA,9 su- 1,Padova,2015-01-24,https://www.fidal.it/atleta/SIMIONATO-Gianluca/drKRkpSobWM%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
4793.0,NEMO Manuel,1995,PM,TEAM ATLETICA MARCHE,1 su- 1,Ancona,2015-01-11,https://www.fidal.it/atleta/NEMO-Manuel/e6iRk5WiaWU%3D,https://www.fidal.it/societa/TEAM-ATLETICA-MARCHE/FM050
